fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,quality,alcohol
6.2,0.27,0.32,6.3,48,47,159,99.282,3.21,0.6,6,"R$ 11,00"
6.9,0.4,0.37,8.9,53,36,148,996,3.16,0.5,5,"R$ 45.360,00"
4.9,345,0.34,1,68,32,143,99.138,3.24,0.4,5,"R$ 45.301,00"
7.2,0.23,0.39,1.5,53,26,106,99.166,3.18,0.47,6,"R$ 45.302,00"
6.4,0.2,0.15,6.6,46,26,113,99.408,2.99,0.58,6,"R$ 45.544,00"
6.1,0.27,0.32,6.2,48,47,161,99.281,3.22,0.6,6,"R$ 11,00"
6.2,0.27,0.32,6.3,48,47,159,99.282,3.21,0.6,6,"R$ 11,00"
6,0.3,0.33,2.1,42,31,127,98.964,3.32,0.42,6,"R$ 45.424,00"
6.1,0.3,0.32,2.2,42,41,142,98.952,3.31,0.44,7,"R$ 45.485,00"
5.7,0.14,0.3,5.4,45,26,105,99.469,3.32,0.45,5,"R$ 45.360,00"
6.9,0.4,0.37,8.9,53,36,148,996,3.16,0.5,5,"R$ 45.360,00"
4.9,345,0.34,1,68,32,143,99.138,3.24,0.4,5,"R$ 45.301,00"
6.3,0.33,0.2,17.9,66,36,161,9.991,3.14,0.51,5,"R$ 45.512,00"
7,0.16,0.3,2.6,43,34,90,99.047,2.88,0.47,6,"R$ 45.333,00"
8.4,0.22,0.3,1.3,38,45,122,99.178,3.13,0.54,7,"R$ 45.514,00"
6.3,0.33,0.2,17.9,66,36,161,9.991,3.14,0.51,5,"R$ 45.512,00"
7,0.16,0.3,2.6,43,34,90,99.047,2.88,0.47,6,"R$ 45.333,00"
5.4,0.24,0.18,2.3,0.05,22,145,99.207,3.24,0.46,5,"R$ 45.361,00"
7.7,0.31,0.36,4.3,26,15,87,99.152,3.11,0.48,5,"R$ 12,00"
5.6,185,0.19,7.1,48,36,110,99.438,3.26,0.41,6,"R$ 45.421,00"
5.6,185,0.19,7.1,48,36,110,99.438,3.26,0.41,6,"R$ 45.421,00"
6.6,0.43,0.24,11.9,0.04,54,159,99.622,3.14,0.54,6,"R$ 45.513,00"
7.6,0.39,0.46,11.7,84,55,170,99.773,2.91,0.51,5,"R$ 9,00"
7.2,0.58,0.27,5.8,32,40,118,99.088,3.17,0.53,7,"R$ 13,00"
6,0.34,0.32,3.8,44,13,116,99.108,3.39,0.44,7,"R$ 45.515,00"
7.5,0.35,0.48,12.4,56,61,176.5,99.803,2.97,0.52,5,"R$ 45.512,00"
7.3,0.38,0.23,6.5,0.05,18,102,99.304,3.1,0.55,4,"R$ 45.333,00"
5.4,185,0.19,7.1,48,36,110,99.438,3.26,0.41,6,"R$ 45.421,00"
6.3,0.27,0.51,7.6,49,35,200,99.548,3.16,0.54,4,"R$ 45.391,00"
6.5,0.29,0.52,7.9,49,35,192,99.551,3.16,0.51,6,"R$ 45.421,00"
6.4,0.17,0.3,2.8,34,33,125,99.152,03.03,0.49,6,"R$ 45.392,00"
6.7,0.18,0.31,10.6,35,42,143,99.572,03.08,0.49,7,"R$ 45.513,00"
6.4,0.17,0.3,2.8,34,33,125,99.152,03.03,0.49,6,"R$ 45.392,00"
6.8,0.37,0.67,1.5,175,16,98,99.244,03.06,0.56,6,"R$ 45.361,00"
6.3,0.27,0.51,7.6,49,35,200,99.548,3.16,0.54,4,"R$ 45.391,00"
6.5,0.29,0.52,7.9,49,35,192,99.551,3.16,0.51,6,"R$ 45.421,00"
6.1,0.24,0.26,1.7,33,61,134,9.903,3.19,0.81,7,"R$ 45.546,00"
7,0.32,0.29,7.6,25,35,124,99.162,3.15,0.65,7,"R$ 45.516,00"
6.9,0.27,0.25,7.5,0.03,18,117,99.116,03.09,0.38,6,"R$ 13,00"
6.5,0.29,0.53,1.7,0.04,41,192,9.922,3.26,0.59,7,"R$ 45.392,00"
6.5,0.29,0.52,1.7,34,41,193,99.223,3.25,0.59,6,"R$ 45.392,00"
6.1,0.22,0.25,12.1,35,54,135,99.481,3.21,0.4,5,"R$ 45.483,00"
6.3,0.22,0.27,4.5,36,81,157,9.928,03.05,0.76,7,"R$ 45.483,00"
6.1,0.24,0.26,1.7,33,61,134,9.903,3.19,0.81,7,"R$ 45.546,00"
5.6,0.23,0.25,8,43,31,101,99.429,3.19,0.42,6,"R$ 45.392,00"
7,0.32,0.29,7.6,25,35,124,99.162,3.15,0.65,7,"R$ 45.516,00"
6.8,0.11,0.27,8.6,44,45,104,99.454,3.2,0.37,6,"R$ 45.544,00"
6.8,0.11,0.27,8.6,44,45,104,99.454,3.2,0.37,6,"R$ 45.544,00"
7.3,0.23,0.41,14.6,48,73,223,99.863,3.16,0.71,6,"R$ 45.391,00"
6.1,0.2,0.17,1.6,48,46,129,991,3.3,0.43,6,"R$ 45.393,00"
6.8,0.11,0.27,8.6,44,45,104,99.454,3.2,0.37,6,"R$ 45.544,00"
7.3,0.23,0.41,14.6,48,73,223,99.863,3.16,0.71,6,"R$ 45.391,00"
6.9,0.2,0.41,1.1,0.06,36,104,99.317,2.99,0.39,5,"R$ 45.331,00"
6.7,0.19,0.32,3.7,41,26,76,99.173,2.9,0.57,7,"R$ 45.422,00"
6.7,0.28,0.34,8.9,48,32,111,99.455,3.25,0.54,7,"R$ 11,00"
6.7,0.28,0.34,8.9,48,32,111,99.455,3.25,0.54,7,"R$ 11,00"
8,0.37,0.31,4.7,38,3,127,99.186,2.9,0.72,5,"R$ 45.303,00"
6.7,0.28,0.34,8.9,48,32,111,99.455,3.25,0.54,7,"R$ 11,00"
6,0.26,0.29,3.1,41,37,144,98.944,3.22,0.39,7,"R$ 45.516,00"
6.4,0.24,0.49,5.8,53,25,120,9.942,03.01,0.98,6,"R$ 45.422,00"
6.4,0.24,0.49,5.8,53,25,120,9.942,03.01,0.98,6,"R$ 45.422,00"
6.4,0.24,0.49,5.8,53,25,120,9.942,03.01,0.98,6,"R$ 45.422,00"
6.4,0.25,0.57,1,62,21,122,99.238,3,0.4,5,"R$ 45.421,00"
6.1,0.25,0.48,15.8,52,25,94,99.782,03.07,0.45,6,"R$ 45.331,00"
6.8,0.14,0.35,1.5,47,40,117,99.111,03.07,0.72,6,"R$ 45.302,00"
6.5,0.38,0.26,5.2,42,33,112,99.067,03.06,0.5,7,"R$ 45.363,00"
6.8,0.14,0.35,1.5,47,40,117,99.111,03.07,0.72,6,"R$ 45.302,00"
5.4,0.15,0.32,2.5,37,10,51,98.878,03.04,0.58,6,"R$ 45.455,00"
6.4,0.25,0.57,1,62,21,122,99.238,3,0.4,5,"R$ 45.421,00"
6.1,0.25,0.48,15.8,52,25,94,99.782,03.07,0.45,6,"R$ 45.331,00"
6.8,0.22,0.32,5.9,54,40,152,9.938,3.2,0.57,6,"R$ 45.514,00"
7.2,0.21,0.29,3.1,44,39,122,99.143,3,0.6,6,"R$ 45.362,00"
6,0.26,0.29,3.1,41,37,144,98.944,3.22,0.39,7,"R$ 45.516,00"
6.4,0.24,0.49,5.8,53,25,120,9.942,03.01,0.98,6,"R$ 45.422,00"
6.5,0.46,0.24,11.5,51,56,171,99.588,03.08,0.56,6,"R$ 45.513,00"
6.5,0.18,0.48,18,54,56,183,100.038,2.98,0.61,6,"R$ 45.420,00"
6.2,0.32,0.12,4.8,54,6,97,99.424,3.16,0.5,5,"R$ 45.360,00"
7.2,0.4,0.24,8.5,55,45,151,99.626,3.2,0.52,5,"R$ 45.331,00"
5.9,0.23,0.24,1.6,37,32,115,99.076,3.21,0.51,6,"R$ 45.393,00"
6.4,0.18,0.48,18,54,56,183,100.038,2.98,0.61,6,"R$ 45.420,00"
6.2,0.32,0.12,4.8,54,6,97,99.424,3.16,0.5,5,"R$ 45.360,00"
6.4,0.37,0.12,5.9,56,6,91,99.536,03.06,0.46,4,"R$ 45.390,00"
7,0.23,0.42,1.1,62,35,100,99.318,03.04,0.4,5,"R$ 45.331,00"
7.2,0.4,0.24,8.5,55,45,151,99.626,3.2,0.52,5,"R$ 45.331,00"
7.6,0.19,0.37,13.1,33,52,151,99.726,3.18,0.79,6,"R$ 45.392,00"
6,0.28,0.27,4.1,46,50,147,99.126,3.27,0.56,6,"R$ 45.454,00"
6.2,0.32,0.45,2.9,29,37,94,98.998,3.25,0.6,6,"R$ 45.394,00"
7.6,0.19,0.37,13.1,33,52,151,99.726,3.18,0.79,6,"R$ 45.392,00"
6.4,0.26,0.26,1.1,52,22,176,99.304,03.09,0.54,5,"R$ 45.360,00"
5.9,0.25,0.27,1.5,29,37,81,9.892,3.2,0.46,6,"R$ 45.334,00"
6.1,0.28,0.3,7.75,31,33,139,99.296,3.22,0.46,6,"R$ 11,00"
6.9,0.19,0.38,1.15,23,30,105,99.047,3.11,0.38,5,"R$ 45.393,00"
6.4,0.29,0.57,1,0.06,15,120,9.924,03.06,0.41,5,"R$ 45.421,00"
6.8,0.27,0.22,17.8,34,16,116,9.989,03.07,0.53,5,"R$ 45.331,00"
7.5,0.26,0.38,5.7,21,23,125,99.338,3.13,0.62,6,"R$ 45.302,00"
6.8,0.27,0.22,17.8,34,16,116,9.989,03.07,0.53,5,"R$ 45.331,00"
6.4,0.2,0.22,7.4,32,53,172,99.404,3.24,0.58,6,"R$ 11,00"
7.3,0.33,0.22,1.4,41,40,177,99.287,3.14,0.48,5,"R$ 45.544,00"
7.3,0.34,0.22,1.4,44,43,176,99.286,3.14,0.46,5,"R$ 45.544,00"
6.4,0.29,0.57,1,0.06,15,120,9.924,03.06,0.41,5,"R$ 45.421,00"
6.1,1.1,0.16,4.4,33,8,109,99.058,3.35,0.47,4,"R$ 45.394,00"
6.3,0.24,0.29,1.6,52,48,185,9.934,3.21,0.5,5,"R$ 45.391,00"
6.2,0.24,0.22,7.9,53,45,149,99.545,3.23,0.52,5,"R$ 45.360,00"
7.4,0.16,0.27,15.5,0.05,25,135,9.984,2.9,0.43,7,"R$ 45.481,00"
7.4,0.16,0.27,15.5,0.05,25,135,9.984,2.9,0.43,7,"R$ 45.481,00"
7.4,0.16,0.27,15.5,0.05,25,135,9.984,2.9,0.43,7,"R$ 45.481,00"
7.4,0.16,0.27,15.5,0.05,25,135,9.984,2.9,0.43,7,"R$ 45.481,00"
7.2,0.17,0.28,17.55,0.05,33,154,99.971,2.94,0.43,7,"R$ 9,00"
6.9,0.19,0.35,13.5,38,49,118,99.546,3,0.63,6,"R$ 45.483,00"
6.9,0.19,0.35,13.5,38,49,118,99.546,3,0.63,6,"R$ 45.483,00"
6.8,0.16,0.36,1.3,34,32,98,99.058,03.02,0.58,6,"R$ 45.362,00"
7.4,0.16,0.27,15.5,0.05,25,135,9.984,2.9,0.43,7,"R$ 45.481,00"
6.8,0.3,0.27,11.6,28,22,97,99.314,2.96,0.38,6,"R$ 45.484,00"
6.2,0.24,0.22,7.9,53,45,149,99.545,3.23,0.52,5,"R$ 45.360,00"
7.4,0.16,0.27,15.5,0.05,25,135,9.984,2.9,0.43,7,"R$ 45.481,00"
7.2,0.17,0.28,17.55,0.05,33,154,99.971,2.94,0.43,7,"R$ 9,00"
6.8,0.3,0.27,11.6,28,22,97,99.314,2.96,0.38,6,"R$ 45.484,00"
6.5,0.43,0.18,13.15,32,25,131,99.565,3.23,0.51,5,"R$ 45.483,00"
6.6,0.17,0.36,1.9,36,38,110,99.056,03.05,0.54,6,"R$ 45.393,00"
6.9,0.19,0.35,13.5,38,49,118,99.546,3,0.63,6,"R$ 45.483,00"
6.8,0.16,0.36,1.3,34,32,98,99.058,03.02,0.58,6,"R$ 45.362,00"
6.4,0.41,0.01,6.1,48,20,70,99.362,3.19,0.42,5,"R$ 10,00"
6.4,0.41,0.01,6.1,48,20,70,99.362,3.19,0.42,5,"R$ 10,00"
7.4,0.36,0.32,1.9,36,27,119,99.196,3.15,0.49,6,"R$ 45.333,00"
6.1,0.17,0.21,1.9,0.09,44,130,99.255,03.07,0.41,5,"R$ 45.482,00"
5.5,0.28,0.21,1.6,32,23,85,99.027,3.42,0.42,5,"R$ 45.424,00"
6.6,0.5,0.26,11.3,29,32,110,99.302,3.27,0.78,8,"R$ 45.547,00"
7.1,0.44,0.27,8.4,57,60,160,99.257,3.16,0.36,6,"R$ 45.515,00"
6.9,0.38,0.28,8.3,62,22,166,99.506,3.16,0.72,5,"R$ 45.453,00"
7.1,0.44,0.27,8.4,57,60,160,99.257,3.16,0.36,6,"R$ 45.515,00"
6.2,0.24,0.28,12.2,49,54,133,9.952,3.19,0.37,6,"R$ 45.483,00"
6.1,0.28,0.27,8,48,41,162,99.498,3.21,0.51,5,"R$ 45.544,00"
7.6,0.26,0.32,1.3,48,23,76,9.903,2.96,0.46,6,"R$ 12,00"
7.5,0.16,0.38,12.7,43,70.5,163,99.706,3.15,0.82,7,"R$ 45.392,00"
6.5,0.36,0.16,1.3,54,11,107,99.398,3.19,0.39,5,"R$ 45.420,00"
6.6,0.35,0.19,10.5,0.06,15,82,99.588,3.13,0.38,4,"R$ 45.544,00"
5.7,0.25,0.26,12.5,49,52.5,120,99.691,03.08,0.45,6,"R$ 45.391,00"
7.4,0.37,0.26,9.6,0.05,33,134,99.608,3.13,0.46,5,"R$ 45.392,00"
5.7,0.25,0.21,1.5,44,21,108,99.142,3.3,0.59,6,"R$ 11,00"
5.8,0.23,0.21,1.5,44,21,110,99.138,3.3,0.57,6,"R$ 11,00"
5.4,265,0.28,7.8,52,27,91,99.432,3.19,0.38,6,"R$ 45.392,00"
5.7,0.25,0.27,10.8,0.05,58,116,99.592,3.1,0.5,6,"R$ 45.513,00"
5.7,0.25,0.26,12.5,49,52.5,106,99.691,03.08,0.45,6,"R$ 45.391,00"
5.9,0.23,0.28,8.6,46,37,142,99.432,3.23,0.53,6,"R$ 45.453,00"
6.2,0.3,0.32,1.2,52,32,185,99.266,3.28,0.44,5,"R$ 45.301,00"
6.5,0.33,0.24,14.5,48,20,96,99.456,03.06,0.3,8,"R$ 45.423,00"
7.4,0.26,0.29,3.7,48,14,73,9.915,03.06,0.45,6,"R$ 45.393,00"
7,0.2,0.4,1.1,58,30,93,99.322,03.03,0.38,6,"R$ 45.331,00"
6.5,0.21,0.42,1.1,59,33,101,9.927,3.12,0.38,6,"R$ 45.482,00"
7.3,0.25,0.27,3.8,47,16,79,99.173,03.07,0.46,6,"R$ 45.362,00"
6.8,0.27,0.24,4.6,98,36,127,99.412,3.15,0.49,6,"R$ 45.452,00"
6.7,0.24,0.3,10.2,0.07,44,179,99.666,2.86,0.46,6,"R$ 45.543,00"
6.4,0.14,0.28,7.9,57,21,82,99.425,3.26,0.36,6,"R$ 10,00"
6.4,0.5,0.2,2.4,59,19,112,99.314,3.18,0.4,6,"R$ 45.331,00"
6.6,0.41,0.27,10.7,0.11,20,103,99.672,03.08,0.41,6,"R$ 9,00"
6.4,0.25,0.28,4.9,0.03,29,98,99.024,03.09,0.58,7,"R$ 45.516,00"
6.6,0.41,0.27,10.7,0.11,20,103,99.672,03.08,0.41,6,"R$ 9,00"
8,0.25,0.35,1.1,54,13,136,99.366,03.08,0.55,5,"R$ 45.421,00"
6.4,0.14,0.28,7.9,57,21,82,99.425,3.26,0.36,6,"R$ 10,00"
6.6,0.21,0.34,5.6,46,30,140,99.299,3.22,0.38,5,"R$ 11,00"
6.4,0.5,0.2,2.4,59,19,112,99.314,3.18,0.4,6,"R$ 45.331,00"
6.3,0.29,0.23,14.2,37,24,99,99.528,03.08,0.38,6,"R$ 45.453,00"
6.9,0.37,0.23,9.5,57,54,166,99.568,3.23,0.42,5,"R$ 10,00"
6.9,0.37,0.23,9.5,57,54,166,99.568,3.23,0.42,5,"R$ 10,00"
5.7,0.31,0.28,4.1,0.03,22,86,99.062,3.31,0.38,7,"R$ 45.484,00"
6.9,0.45,0.27,4.7,35,17,80,99.058,3.12,0.36,7,"R$ 45.424,00"
6.9,0.3,0.45,1.4,39,36,122,99.059,03.07,0.47,7,"R$ 45.302,00"
5.3,0.23,0.56,0.9,41,46,141,99.119,3.16,0.62,5,"R$ 45.482,00"
6.8,0.3,0.26,20.3,37,45,150,99.727,03.04,0.38,6,"R$ 45.363,00"
6.7,0.28,0.42,3.5,35,43,105,99.021,3.18,0.38,6,"R$ 45.334,00"
5,255,0.22,2.7,43,46,153,99.238,3.75,0.76,6,"R$ 45.362,00"
7.6,0.4,0.27,1.2,53,23,193,99.164,3.22,0.38,5,"R$ 45.454,00"
5.5,0.21,0.25,1.2,0.04,18,75,99.006,3.31,0.56,6,"R$ 45.362,00"
6,0.2,0.25,2,41,30,95,99.078,3.27,0.56,6,"R$ 45.302,00"
6.1,0.17,0.29,1.1,41,32,92,99.036,3.26,0.57,6,"R$ 45.333,00"
7.5,0.21,0.29,1.5,46,35,107,99.123,3.15,0.45,6,"R$ 45.362,00"
7.3,0.26,0.32,1.2,41,29,94,98.978,03.07,0.45,6,"R$ 12,00"
6.2,0.35,0.2,18.1,69,33,158,99.908,3.15,0.5,6,"R$ 45.512,00"
6.2,0.35,0.2,18.1,69,33,158,99.908,3.15,0.5,6,"R$ 45.512,00"
6.5,0.43,0.31,3.6,46,19,143,99.022,3.15,0.34,8,"R$ 12,00"
6.5,0.4,0.31,3.5,46,22,147,99.024,3.15,0.31,7,"R$ 12,00"
7.4,0.28,0.5,12.1,49,48,122,9.973,03.01,0.44,5,"R$ 9,00"
6.3,0.23,0.22,17.45,54,42,151,99.853,3.12,0.6,6,"R$ 45.360,00"
6.2,0.34,0.25,12.1,59,33,171,99.769,3.14,0.56,6,"R$ 45.481,00"
6.6,0.44,0.32,3,95,13,75,98.954,3.1,0.63,6,"R$ 45.516,00"
6,0.13,0.36,1.6,52,23,72,98.974,3.1,0.5,7,"R$ 45.423,00"
6.3,0.17,0.23,5.7,48,44,147,99.382,03.08,0.54,5,"R$ 10,00"
6.3,0.18,0.22,5.6,47,45,147,99.383,03.09,0.54,5,"R$ 10,00"
6.7,0.31,0.34,6.8,59,51,215,99.538,3.33,0.56,5,"R$ 45.361,00"
6.6,0.33,0.32,15.6,54,62,227,99.734,3.25,0.56,5,"R$ 45.392,00"
6.3,0.34,0.31,6,0.02,18,68,98.981,3.22,0.29,7,"R$ 45.395,00"
6.8,0.29,0.32,1.8,32,18,130,99.095,03.05,0.62,6,"R$ 45.333,00"
7.4,0.31,0.26,8.6,48,47,206,9.964,3.26,0.36,5,"R$ 45.300,00"
7.4,0.31,0.26,8.6,48,47,206,9.964,3.26,0.36,5,"R$ 45.300,00"
5.7,0.25,0.27,11.5,0.04,24,120,99.411,3.33,0.31,6,"R$ 45.514,00"
6.8,0.27,0.28,7.8,38,26,89,9.915,3.24,0.34,6,"R$ 45.424,00"
5.9,0.26,0.24,2.4,46,27,132,99.234,3.63,0.73,5,"R$ 45.362,00"
5.9,0.65,0.23,5,35,20,128,99.016,3.46,0.48,6,"R$ 45.516,00"
7.4,0.31,0.26,8.6,48,47,206,9.964,3.26,0.36,5,"R$ 45.300,00"
6.6,0.23,0.32,1.5,41,8,72,98.949,3.22,0.39,6,"R$ 45.485,00"
6.8,0.18,0.35,5.4,54,53,143,99.287,3.1,0.54,7,"R$ 11,00"
6.8,0.28,0.29,11.9,52,51,149,99.544,03.02,0.58,6,"R$ 45.392,00"
6.8,0.28,0.29,11.9,52,51,149,99.544,03.02,0.58,6,"R$ 45.392,00"
5.9,0.27,0.27,9,51,43,136,9.941,3.25,0.53,6,"R$ 45.483,00"
6.1,0.25,0.28,10,55,56,131,994,3.22,0.35,6,"R$ 45.545,00"
6.8,0.28,0.29,11.9,52,51,149,99.544,03.02,0.58,6,"R$ 45.392,00"
6.8,0.26,0.29,11.9,52,54,160,99.546,03.03,0.58,6,"R$ 45.392,00"
7.1,0.13,0.29,15.5,64,56,115.5,99.737,3.16,0.41,7,"R$ 45.482,00"
6.8,0.18,0.35,5.4,54,53,143,99.287,3.1,0.54,7,"R$ 11,00"
6.2,0.2,0.25,15,55,8,120,99.767,3.19,0.53,6,"R$ 45.452,00"
5.8,0.24,0.28,1.4,38,40,76,98.711,3.1,0.29,7,"R$ 45.548,00"
7.6,0.48,0.31,9.4,46,6,194,99.714,03.07,0.61,5,"R$ 45.391,00"
7.4,0.26,0.32,3.7,32,29,193,99.134,3.1,0.67,6,"R$ 45.424,00"
6.2,0.2,0.25,15,55,8,120,99.767,3.19,0.53,6,"R$ 45.452,00"
6.1,0.3,0.47,1.4,49,50,187,9.927,3.19,0.45,5,"R$ 45.421,00"
6.2,0.32,0.5,6.5,48,61,186,9.948,3.19,0.45,5,"R$ 45.452,00"
6.1,0.3,0.47,1.4,49,50,187,9.927,3.19,0.45,5,"R$ 45.421,00"
6.3,0.34,0.52,6.3,47,63,186,99.481,3.18,0.44,5,"R$ 45.452,00"
7.4,0.16,0.3,13.7,56,33,168,99.825,2.9,0.44,7,"R$ 45.481,00"
7.4,0.16,0.3,13.7,56,33,168,99.825,2.9,0.44,7,"R$ 45.481,00"
7.4,0.16,0.3,13.7,56,33,168,99.825,2.9,0.44,7,"R$ 45.481,00"
7.4,0.16,0.3,13.7,56,33,168,99.825,2.9,0.44,7,"R$ 45.481,00"
7.4,0.16,0.3,13.7,56,33,168,99.825,2.9,0.44,7,"R$ 45.481,00"
7.4,0.16,0.3,13.7,56,33,168,99.825,2.9,0.44,7,"R$ 45.481,00"
7.2,0.26,0.38,1.5,61,12,120,99.192,3.18,0.46,5,"R$ 45.392,00"
7,0.31,0.35,1.6,63,13,119,99.184,3.22,0.5,5,"R$ 45.483,00"
6.6,0.22,0.35,1.4,0.05,23,83,99.019,3.17,0.48,7,"R$ 12,00"
5.8,0.23,0.31,3.5,44,35,158,98.998,3.19,0.37,7,"R$ 45.303,00"
6.3,0.17,0.32,1,0.04,39,118,98.886,3.31,0.4,8,"R$ 45.304,00"
6,0.19,0.26,1.4,39,30,104,98.998,3.32,0.41,6,"R$ 45.394,00"
6.7,0.21,0.34,1.5,35,45,123,98.949,3.24,0.36,7,"R$ 45.455,00"
7.4,0.16,0.3,13.7,56,33,168,99.825,2.9,0.44,7,"R$ 45.481,00"
6.6,0.22,0.37,1.6,0.04,31,101,99.009,3.15,0.66,5,"R$ 12,00"
6.8,0.34,0.27,5.2,0.06,14,169,99.252,3.27,0.57,6,"R$ 45.454,00"
7.1,0.34,0.86,1.4,174,36,99,99.288,2.92,0.5,5,"R$ 45.360,00"
6.3,0.24,0.22,11.9,0.05,65,179,99.659,03.06,0.58,6,"R$ 45.360,00"
6.9,0.35,0.39,2.4,48,25,157,99.133,3.2,0.54,7,"R$ 45.302,00"
6.8,0.24,0.33,3.2,49,68,161,99.324,3.1,0.69,6,"R$ 45.332,00"
6.4,0.25,0.33,1.7,37,35,113,99.164,3.23,0.66,6,"R$ 45.453,00"
5.8,0.19,0.33,4.2,38,49,133,99.107,3.16,0.42,7,"R$ 45.362,00"
6.9,0.24,0.4,15.4,52,81,198,9.986,3.2,0.69,5,"R$ 45.391,00"
6.5,0.31,0.61,13,53,31,123,99.708,03.09,0.5,6,"R$ 45.360,00"
6.6,0.25,0.32,5.6,39,15,68,99.163,2.96,0.52,6,"R$ 45.302,00"
7.5,0.38,0.56,9.7,55,15,170,99.605,3.13,0.65,6,"R$ 45.544,00"
6.2,0.3,0.3,2.5,41,29,82,99.065,3.31,0.61,7,"R$ 45.515,00"
6.4,0.33,0.28,4,0.04,24,81,9.903,3.26,0.64,7,"R$ 45.455,00"
6.9,0.24,0.4,15.4,52,81,198,9.986,3.2,0.69,5,"R$ 45.391,00"
7.6,0.27,0.32,1.2,43,23,72,99.236,03.06,0.68,5,"R$ 45.422,00"
5.9,0.24,0.34,2,37,40,108,98.948,3.19,0.5,6,"R$ 45.363,00"
5.3,0.33,0.3,1.2,48,25,119,99.045,3.32,0.62,6,"R$ 45.362,00"
6.4,0.21,0.21,5.1,97,21,105,9.939,03.07,0.46,5,"R$ 45.452,00"
7,0.22,0.3,1.4,0.04,14,63,98.985,3.2,0.33,6,"R$ 12,00"
7.8,0.27,0.35,1.2,0.05,36,140,99.138,03.09,0.45,5,"R$ 45.333,00"
6.7,0.2,0.24,6.5,44,28,100,99.348,3.12,0.33,6,"R$ 45.332,00"
8.1,0.27,0.33,1.3,45,26,100,99.066,2.98,0.44,6,"R$ 45.394,00"
6.7,0.2,0.24,6.5,44,28,100,99.348,3.12,0.33,6,"R$ 45.332,00"
7.1,0.45,0.24,2.7,0.04,24,87,98.862,2.94,0.38,8,"R$ 45.395,00"
5.8,0.22,0.29,1.3,36,25,68,98.865,3.24,0.35,6,"R$ 45.455,00"
6.3,0.3,0.48,7.4,53,34,149,99.472,3.18,0.53,5,"R$ 45.513,00"
7.9,0.36,0.53,12.9,49,63,139,99.792,2.94,0.45,5,"R$ 45.300,00"
8.1,0.27,0.33,1.3,45,26,100,99.066,2.98,0.44,6,"R$ 45.394,00"
8,0.24,0.33,1.2,44,28,101,99.035,03.03,0.43,6,"R$ 45.424,00"
6.7,0.41,0.27,2.6,33,25,85,99.086,03.05,0.34,6,"R$ 45.484,00"
6.7,0.24,0.31,2.3,44,37,113,99.013,3.29,0.46,6,"R$ 45.547,00"
6.2,0.3,0.32,1.3,54,27,183,99.266,3.3,0.43,5,"R$ 45.301,00"
6.9,0.26,0.38,10.5,44,33,139,99.517,03.06,0.5,6,"R$ 45.361,00"
6.7,0.41,0.27,2.6,33,25,85,99.086,03.05,0.34,6,"R$ 45.484,00"
5.9,0.32,0.2,14.4,0.05,29,144,99.666,3.24,0.41,6,"R$ 45.361,00"
6.1,0.25,0.3,1.2,36,42,107,991,3.34,0.56,7,"R$ 45.514,00"
5.6,0.23,0.29,3.1,23,19,89,99.068,3.25,0.51,6,"R$ 45.333,00"
6.6,0.23,0.32,1.7,24,26,102,99.084,3.29,0.6,6,"R$ 45.515,00"
6,0.17,0.21,6,0.05,26,134,9.939,03.08,0.54,6,"R$ 45.513,00"
7.1,0.38,0.42,11.8,41,32,193,99.624,03.04,0.49,6,"R$ 10,00"
6.6,0.31,0.37,6.2,52,13,164,99.602,3.24,0.39,4,"R$ 45.512,00"
6.5,0.38,0.53,1.4,142,5,69,9.926,3.14,0.52,4,"R$ 45.301,00"
7,0.44,0.24,12.1,56,68,210,99.718,03.05,0.5,5,"R$ 45.421,00"
7,0.44,0.24,12.1,56,68,210,99.718,03.05,0.5,5,"R$ 45.421,00"
7,0.44,0.24,12.1,56,68,210,99.718,03.05,0.5,5,"R$ 45.421,00"
6.1,0.38,0.14,3.9,0.06,27,113,99.344,03.07,0.34,4,"R$ 45.331,00"
8,0.33,0.32,4.6,41,31,180,99.184,2.92,0.74,6,"R$ 45.334,00"
7,0.44,0.24,12.1,56,68,210,99.718,03.05,0.5,5,"R$ 45.421,00"
6,0.19,0.29,1.2,46,29,92,99.033,3.22,0.53,6,"R$ 45.362,00"
6.3,0.28,0.34,8.1,38,44,129,99.248,3.26,0.29,6,"R$ 45.303,00"
6.1,0.38,0.14,3.9,0.06,27,113,99.344,03.07,0.34,4,"R$ 45.331,00"
5.3,0.43,0.11,1.1,29,6,51,99.076,3.51,0.48,4,"R$ 45.333,00"
5.4,0.22,0.35,6.5,29,26,87,99.092,3.29,0.44,7,"R$ 45.424,00"
6.2,345,0.27,10.1,56,38,187,99.486,3.31,0.56,5,"R$ 45.453,00"
5.6,255,0.57,10.7,56,66,171,99.464,3.25,0.61,7,"R$ 45.392,00"
5.2,0.2,0.27,3.2,47,16,93,99.235,3.44,0.53,7,"R$ 45.301,00"
6.2,0.29,0.23,12.4,48,33,201,99.612,3.11,0.56,6,"R$ 45.544,00"
6.3,0.26,0.25,5.2,46,11,133,99.202,2.97,0.68,6,"R$ 11,00"
6,0.22,0.23,5,45,10,122,99.261,2.94,0.63,6,"R$ 10,00"
7.5,0.35,0.37,2.5,66,29,89,98.964,3.14,0.42,6,"R$ 45.485,00"
